area,floorRange,propertyType,district,typeOfArea,tenure,street,project,marketSegment,property_key
187.5,-,Terrace,5,Land,Freehold,JALAN MAT JAMBOL,SPRINGWOOD,RCR,p-c212aadca
68.0,06-10,Apartment,7,Strata,99 yrs lease commencing from 1996,BENCOOLEN STREET,BURLINGTON SQUARE,RCR,p-8391ddf79
78.0,11-15,Apartment,7,Strata,99 yrs lease commencing from 1996,BENCOOLEN STREET,BURLINGTON SQUARE,RCR,p-f93f76176
104.0,11-15,Apartment,7,Strata,99 yrs lease commencing from 1996,BENCOOLEN STREET,BURLINGTON SQUARE,RCR,p-6eaed681c
99.0,11-15,Apartment,7,Strata,99 yrs lease commencing from 1996,BENCOOLEN STREET,BURLINGTON SQUARE,RCR,p-b23fe065f
80.0,16-20,Apartment,7,Strata,99 yrs lease commencing from 1996,BENCOOLEN STREET,BURLINGTON SQUARE,RCR,p-f4edd223c
62.0,11-15,Apartment,7,Strata,99 yrs lease commencing from 1996,BENCOOLEN STREET,BURLINGTON SQUARE,RCR,p-ae8bb8d8a
80.0,11-15,Apartment,7,Strata,99 yrs lease commencing from 1996,BENCOOLEN STREET,BURLINGTON SQUARE,RCR,p-dd9dc5010
99.0,16-20,Apartment,7,Strata,99 yrs lease commencing from 1996,BENCOOLEN STREET,BURLINGTON SQUARE,RCR,p-4f9d11399
77.0,06-10,Apartment,7,Strata,99 yrs lease commencing from 1996,BENCOOLEN STREET,BURLINGTON SQUARE,RCR,p-44c38c84c
87.0,16-20,Apartment,7,Strata,99 yrs lease commencing from 1996,BENCOOLEN STREET,BURLINGTON SQUARE,RCR,p-ce89a79d1
121.0,01-05,Apartment,7,Strata,99 yrs lease commencing from 1996,BENCOOLEN STREET,BURLINGTON SQUARE,RCR,p-70206d306
81.0,11-15,Apartment,7,Strata,99 yrs lease commencing from 1996,BENCOOLEN STREET,BURLINGTON SQUARE,RCR,p-2eba0e74b
87.0,06-10,Apartment,7,Strata,99 yrs lease commencing from 1996,BENCOOLEN STREET,BURLINGTON SQUARE,RCR,p-29fbbd1de
107.0,01-05,Apartment,7,Strata,99 yrs lease commencing from 1996,BENCOOLEN STREET,BURLINGTON SQUARE,RCR,p-4aab6a076
241.0,01-05,Condominium,4,Strata,Freehold,MOUNT FABER ROAD,MOUNT FABER LODGE,RCR,p-88a005172
344.0,06-10,Condominium,4,Strata,Freehold,MOUNT FABER ROAD,MOUNT FABER LODGE,RCR,p-b8dbcb762
230.0,01-05,Condominium,4,Strata,Freehold,MOUNT FABER ROAD,MOUNT FABER LODGE,RCR,p-0044e82f5
102.0,B1-B5,Condominium,4,Strata,Freehold,MOUNT FABER ROAD,MOUNT FABER LODGE,RCR,p-00299c348
248.0,01-05,Condominium,4,Strata,Freehold,MOUNT FABER ROAD,MOUNT FABER LODGE,RCR,p-331dbb1dc
50.0,31-35,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-0a351fe98
77.0,11-15,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-1b4a4bbdd
84.0,31-35,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-e900d90e3
101.0,11-15,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-534ce1aac
50.0,26-30,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-8014d9001
147.0,21-25,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-7f5882bd1
54.0,31-35,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-c85e70414
102.0,36-40,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-c1ce31019
106.0,26-30,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-ea3ef4512
79.0,26-30,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-41f70141d
149.0,31-35,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-0f116b811
57.0,21-25,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-2c539fe0b
84.0,06-10,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-9461db9ef
75.0,06-10,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-02b022a61
102.0,21-25,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-f0826d6c1
141.0,11-15,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-e4c9224fc
146.0,16-20,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-d0a3cb620
54.0,26-30,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-f009570c6
54.0,36-40,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-3dff59dab
142.0,11-15,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-1ccd79fe9
49.0,11-15,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-8b12db23d
148.0,26-30,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-8b1df2f9a
112.0,31-35,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-ea13050e8
57.0,26-30,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-67deba13b
149.0,26-30,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-1b9a94dae
102.0,26-30,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-4dcd7d5a7
114.0,26-30,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-29119d5a0
56.0,16-20,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-d1b5d5c3c
105.0,31-35,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-d9f91ce81
85.0,36-40,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-2006c99ab
85.0,06-10,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-4cba70586
109.0,06-10,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-ee004d402
148.0,21-25,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-d18b5e0a6
79.0,21-25,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-e31b35d5e
111.0,11-15,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-b7ff2db06
177.0,31-35,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-d68718965
54.0,16-20,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-bc4dfb562
166.0,46-50,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-2914f7431
84.0,16-20,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-d46332c8b
105.0,21-25,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-ba95a436c
146.0,41-45,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-541969e10
50.0,11-15,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-562864743
93.0,26-30,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-9a25a8b73
50.0,16-20,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-2f59a702d
99.0,06-10,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-ad7496d45
560.0,16-20,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-fc701a26c
106.0,31-35,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-f81e549f5
140.0,11-15,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-ab34208f0
148.0,36-40,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-1d732731d
50.0,06-10,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-397c9ee8c
103.0,11-15,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-7ac3ec00c
76.0,11-15,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-61250605b
93.0,21-25,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-09c7f95af
104.0,21-25,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-c62d85e12
84.0,36-40,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-4c575da5b
53.0,16-20,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-75bc01833
100.0,11-15,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-8bb6438f3
92.0,16-20,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-8b744a718
108.0,36-40,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-26b685766
104.0,41-45,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-06e794613
50.0,36-40,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-78d4dd81d
114.0,31-35,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-9c0d8bb30
86.0,11-15,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-6ffe5954f
149.0,36-40,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-369d1ede8
102.0,16-20,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-c58856436
104.0,16-20,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-cf12d888c
54.0,11-15,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-d27db2ec8
111.0,36-40,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-91d85a898
138.0,06-10,Apartment,1,Strata,99 yrs lease commencing from 2005,SHENTON WAY,ONE SHENTON,CCR,p-fa92c00ec
121.0,26-30,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-73e72240c
84.0,21-25,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-e8d5ce033
117.0,01-05,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-e11186f9e
76.0,01-05,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-07739949c
122.0,26-30,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-df08e4454
122.0,06-10,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-9807c5344
122.0,16-20,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-5b611a532
122.0,11-15,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-2fc8e90f5
121.0,16-20,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-86f43ac14
76.0,11-15,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-03db73389
76.0,21-25,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-414f1b740
84.0,26-30,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-1b47e3c1f
121.0,01-05,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-f50f7e8ad
121.0,11-15,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-a0ff077f5
461.0,-,Strata Terrace,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-bf4fc3e2f
196.0,01-05,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-b5b683546
76.0,26-30,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-7e73cf275
121.0,21-25,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-bb177b313
84.0,16-20,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-b5143a0e6
117.0,16-20,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-80fbda950
149.0,26-30,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-5ec8e1cfb
117.0,06-10,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-cbe33b362
84.0,11-15,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-0e93ac153
76.0,16-20,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-06ce5d8bd
84.0,01-05,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-cb2bcfd91
84.0,06-10,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-bb31a90f4
121.0,06-10,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-48f096ffb
122.0,21-25,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-ef2d5c2c8
251.0,31-35,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-2c148f090
84.0,31-35,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-c69f50b0a
165.0,01-05,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-d6e0ad0ba
465.0,-,Strata Terrace,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-0a140f178
149.0,16-20,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-ce9903ecf
122.0,31-35,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-0750cb66c
117.0,31-35,Condominium,5,Strata,99 yrs lease commencing from 2008,WEST COAST CRESCENT,THE VISION,OCR,p-8299335a6
112.0,01-05,Condominium,5,Strata,99 yrs lease commencing from 1996,DOVER RISE,HERITAGE VIEW,RCR,p-49469aedd
90.0,06-10,Condominium,5,Strata,99 yrs lease commencing from 1996,DOVER RISE,HERITAGE VIEW,RCR,p-c7f9a95d8
111.0,06-10,Condominium,5,Strata,99 yrs lease commencing from 1996,DOVER RISE,HERITAGE VIEW,RCR,p-7095ca41c
108.0,11-15,Condominium,5,Strata,99 yrs lease commencing from 1996,DOVER RISE,HERITAGE VIEW,RCR,p-f1f2c9e35
122.0,16-20,Condominium,5,Strata,99 yrs lease commencing from 1996,DOVER RISE,HERITAGE VIEW,RCR,p-8ee8a5ff6
108.0,16-20,Condominium,5,Strata,99 yrs lease commencing from 1996,DOVER RISE,HERITAGE VIEW,RCR,p-60e3a9ab1
244.0,16-20,Condominium,5,Strata,99 yrs lease commencing from 1996,DOVER RISE,HERITAGE VIEW,RCR,p-81bf9b1e2
111.0,01-05,Condominium,5,Strata,99 yrs lease commencing from 1996,DOVER RISE,HERITAGE VIEW,RCR,p-7abefd877
122.0,11-15,Condominium,5,Strata,99 yrs lease commencing from 1996,DOVER RISE,HERITAGE VIEW,RCR,p-d708971bb
240.0,16-20,Condominium,5,Strata,99 yrs lease commencing from 1996,DOVER RISE,HERITAGE VIEW,RCR,p-10a2c10ae
140.0,11-15,Condominium,5,Strata,99 yrs lease commencing from 1996,DOVER RISE,HERITAGE VIEW,RCR,p-28d1199d5
111.0,11-15,Condominium,5,Strata,99 yrs lease commencing from 1996,DOVER RISE,HERITAGE VIEW,RCR,p-a760cd699
123.0,01-05,Condominium,5,Strata,99 yrs lease commencing from 1996,DOVER RISE,HERITAGE VIEW,RCR,p-8974d1df5
90.0,11-15,Condominium,5,Strata,99 yrs lease commencing from 1996,DOVER RISE,HERITAGE VIEW,RCR,p-450c2c26e
90.0,01-05,Condominium,5,Strata,99 yrs lease commencing from 1996,DOVER RISE,HERITAGE VIEW,RCR,p-8ef979234
136.0,11-15,Condominium,5,Strata,99 yrs lease commencing from 1996,DOVER RISE,HERITAGE VIEW,RCR,p-db3252e24
243.0,16-20,Condominium,5,Strata,99 yrs lease commencing from 1996,DOVER RISE,HERITAGE VIEW,RCR,p-0101dc30e
88.0,06-10,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-841003f9e
121.0,01-05,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-2cbcf3862
82.0,01-05,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-b4e79024e
121.0,06-10,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-6d20c8808
117.0,01-05,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-901204195
193.0,11-15,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-3ae3bde35
120.0,06-10,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-a31354b8f
135.0,01-05,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-a25abe014
117.0,06-10,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-2e80c7f01
120.0,11-15,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-5df53ddd7
130.0,01-05,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-369feb148
82.0,11-15,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-a65eeaeac
88.0,01-05,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-82579df51
105.0,11-15,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-e8872a391
198.0,11-15,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-a01eb8b6c
82.0,06-10,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-047a546b9
169.0,11-15,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-e50a93852
105.0,06-10,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-b19d113e0
115.0,06-10,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-8ce97abd3
105.0,01-05,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-9528e8798
162.0,11-15,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-e0439818d
199.0,11-15,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-8c9fe8073
130.0,06-10,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-9744eee0b
120.0,01-05,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-60fe77a54
148.0,01-05,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-8b541fa5e
137.0,01-05,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-4f621c6af
192.0,11-15,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-c7c4a33e9
139.0,01-05,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-59847542f
88.0,11-15,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-b8ecb2447
107.0,01-05,Condominium,5,Strata,956 yrs lease commencing from 1928,WEST COAST WAY,CARABELLE,OCR,p-f1723291c
156.0,01-05,Condominium,5,Strata,Freehold,ZEHNDER ROAD,BUONA VISTA GARDENS,RCR,p-298aceb34
119.0,01-05,Condominium,5,Strata,Freehold,ZEHNDER ROAD,BUONA VISTA GARDENS,RCR,p-33a35e0ff
136.0,01-05,Condominium,5,Strata,Freehold,ZEHNDER ROAD,BUONA VISTA GARDENS,RCR,p-a738911a9
108.0,01-05,Condominium,4,Strata,99 yrs lease commencing from 2002,MOUNT FABER ROAD,THE PEARL @ MOUNT FABER,RCR,p-d7fcb2dcd
129.0,06-10,Condominium,4,Strata,99 yrs lease commencing from 2002,MOUNT FABER ROAD,THE PEARL @ MOUNT FABER,RCR,p-40d9f4d3c
109.0,01-05,Condominium,4,Strata,99 yrs lease commencing from 2002,MOUNT FABER ROAD,THE PEARL @ MOUNT FABER,RCR,p-c150aca88
109.0,06-10,Condominium,4,Strata,99 yrs lease commencing from 2002,MOUNT FABER ROAD,THE PEARL @ MOUNT FABER,RCR,p-5ce568f2f
108.0,06-10,Condominium,4,Strata,99 yrs lease commencing from 2002,MOUNT FABER ROAD,THE PEARL @ MOUNT FABER,RCR,p-873d3467d
129.0,01-05,Condominium,4,Strata,99 yrs lease commencing from 2002,MOUNT FABER ROAD,THE PEARL @ MOUNT FABER,RCR,p-f441e5ff7
149.0,06-10,Condominium,4,Strata,99 yrs lease commencing from 2002,MOUNT FABER ROAD,THE PEARL @ MOUNT FABER,RCR,p-fa024af43
120.0,01-05,Condominium,4,Strata,99 yrs lease commencing from 2002,MOUNT FABER ROAD,THE PEARL @ MOUNT FABER,RCR,p-d146a7665
169.0,01-05,Condominium,4,Strata,99 yrs lease commencing from 2002,MOUNT FABER ROAD,THE PEARL @ MOUNT FABER,RCR,p-e562a953d
149.0,01-05,Condominium,4,Strata,99 yrs lease commencing from 2002,MOUNT FABER ROAD,THE PEARL @ MOUNT FABER,RCR,p-ad5acfed7
101.0,01-05,Condominium,4,Strata,99 yrs lease commencing from 2002,MOUNT FABER ROAD,THE PEARL @ MOUNT FABER,RCR,p-21a6778d4
209.0,06-10,Condominium,4,Strata,99 yrs lease commencing from 2002,MOUNT FABER ROAD,THE PEARL @ MOUNT FABER,RCR,p-0fa237177
289.0,06-10,Condominium,4,Strata,99 yrs lease commencing from 2002,MOUNT FABER ROAD,THE PEARL @ MOUNT FABER,RCR,p-ef1f7a44e
190.0,01-05,Condominium,4,Strata,99 yrs lease commencing from 2002,MOUNT FABER ROAD,THE PEARL @ MOUNT FABER,RCR,p-3b19bd75a
245.4,-,Terrace,4,Land,99 yrs lease commencing from 2005,OCEAN DRIVE,OCEAN 8,CCR,p-390487b01
360.1,-,Terrace,4,Land,99 yrs lease commencing from 2005,OCEAN DRIVE,OCEAN 8,CCR,p-2e281a81b
357.9,-,Terrace,4,Land,99 yrs lease commencing from 2005,OCEAN DRIVE,OCEAN 8,CCR,p-8ba9f3313
129.0,01-05,Apartment,5,Strata,Freehold,YEW SIANG ROAD,FRAGRANCE COURT,RCR,p-ffa5fa38d
132.0,01-05,Apartment,5,Strata,Freehold,YEW SIANG ROAD,FRAGRANCE COURT,RCR,p-fd1b4bde0
91.0,01-05,Apartment,5,Strata,Freehold,PASIR PANJANG ROAD,LIIV RESIDENCES,RCR,p-33d149bff
87.0,01-05,Apartment,5,Strata,Freehold,PASIR PANJANG ROAD,LIIV RESIDENCES,RCR,p-d28bcde83
88.0,01-05,Apartment,5,Strata,Freehold,PASIR PANJANG ROAD,LIIV RESIDENCES,RCR,p-b561814c3
116.0,01-05,Apartment,5,Strata,Freehold,PASIR PANJANG ROAD,LIIV RESIDENCES,RCR,p-c021db1f0
120.0,01-05,Apartment,5,Strata,Freehold,PASIR PANJANG ROAD,LIIV RESIDENCES,RCR,p-ac928df81
71.0,01-05,Apartment,5,Strata,Freehold,PASIR PANJANG ROAD,LIIV RESIDENCES,RCR,p-15725ea08
55.0,01-05,Apartment,5,Strata,Freehold,PASIR PANJANG ROAD,LIIV RESIDENCES,RCR,p-e7554a993
57.0,01-05,Condominium,3,Strata,99 yrs lease commencing from 2012,PRINCE CHARLES CRESCENT,THE CREST,RCR,p-be5453bb1
151.0,01-05,Condominium,3,Strata,99 yrs lease commencing from 2012,PRINCE CHARLES CRESCENT,THE CREST,RCR,p-c29aeba8d
135.0,11-15,Condominium,3,Strata,99 yrs lease commencing from 2012,PRINCE CHARLES CRESCENT,THE CREST,RCR,p-737b91064
141.0,16-20,Condominium,3,Strata,99 yrs lease commencing from 2012,PRINCE CHARLES CRESCENT,THE CREST,RCR,p-97fe778c5
154.0,21-25,Condominium,3,Strata,99 yrs lease commencing from 2012,PRINCE CHARLES CRESCENT,THE CREST,RCR,p-b21ddfd36
82.0,11-15,Condominium,3,Strata,99 yrs lease commencing from 2012,PRINCE CHARLES CRESCENT,THE CREST,RCR,p-202a1b043
74.0,21-25,Condominium,3,Strata,99 yrs lease commencing from 2012,PRINCE CHARLES CRESCENT,THE CREST,RCR,p-384ef1e1c
117.0,06-10,Condominium,3,Strata,99 yrs lease commencing from 2012,PRINCE CHARLES CRESCENT,THE CREST,RCR,p-79450f956
110.0,06-10,Condominium,3,Strata,99 yrs lease commencing from 2012,PRINCE CHARLES CRESCENT,THE CREST,RCR,p-9084289a7
