street,project,district,lat,lng,num_schools_1km,num_supermarkets_500m,num_mrt_stations_500m
DEVONSHIRE ROAD,DEVONSHIRE 12,9,1.29806237939926,103.838019065206,5,3,8
PASIR RIS GROVE,D'NEST,18,1.37033365760834,103.946520522372,2,2,1
LORONG AH SOO,URBAN RESIDENCES,19,1.35077395739952,103.880080936615,7,1,3
WEST COAST DRIVE,HUNDRED TREES,5,1.3155055432603,103.758056882156,4,2,1
MILTONIA CLOSE,SKIES MILTONIA,27,1.41807139495834,103.84790678249,1,0,0
TELOK BLANGAH ROAD,SKYLINE RESIDENCES,4,1.27247694326577,103.807817491838,2,4,2
BARTLEY ROAD,THE QUINN,19,1.3440075243723,103.872505962065,8,0,4
DAKOTA CRESCENT,WATERBANK AT DAKOTA,14,1.30665815996221,103.888087858364,6,1,2
PHENG GECK AVENUE,SENNETT RESIDENCE,13,1.33058136956768,103.869367354703,6,4,2
PRINCE CHARLES CRESCENT,PRINCIPAL GARDEN,3,1.29293899351003,103.821693138843,1,0,2
PASIR PANJANG ROAD,24 ONE RESIDENCES,5,1.28018119780699,103.784824737346,0,0,2
LAKESIDE DRIVE,THE LAKEFRONT RESIDENCES,22,1.34335239967805,103.719303577001,6,0,1
HAIG ROAD,THE SERENNO,15,1.31031351887248,103.897656283853,8,4,2
TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16,1.32796471540852,103.946657040685,4,2,1
DUKU ROAD,AURA 83,15,1.31096764702187,103.906266733963,6,2,1
SURREY ROAD,SUITES @ NEWTON,11,1.31640035574617,103.841671833933,10,3,3
BISHAN STREET 15,SKY VUE,20,1.35231665677767,103.850719244155,16,3,2
ROBINSON ROAD,ROBINSON SUITES,1,1.28093474456197,103.849822465734,0,3,13
WEST COAST VALE,TWIN VEW,5,1.32004938238057,103.75216125907,4,0,0
PAYA LEBAR ROAD,PARK PLACE RESIDENCES AT PLQ,14,1.31583675363618,103.892746648427,5,6,3
AKYAB ROAD,ZEDGE,11,1.32242172407521,103.848172032797,5,3,1
MISTRI ROAD,LUMIERE,2,1.27426245685335,103.846025087372,1,5,8
WEST COAST CRESCENT,SEAHILL,5,1.29884698729343,103.764917692526,2,1,0
FLORA DRIVE,PARC OLYMPIA,17,1.35531040259148,103.965525604183,2,0,0
LORONG K TELOK KURAU,PALM GALLERIA,15,1.31271258775879,103.912125239337,8,0,2
FERNVALE CLOSE,RIVERBANK @ FERNVALE,28,1.39459641963935,103.881117176349,2,2,0
PASIR PANJANG ROAD,JUBILEE RESIDENCE,5,1.28943349070879,103.775385797395,0,0,0
JOO CHIAT ROAD,CORALIS,15,1.30450883144843,103.905450923104,6,7,1
WOODSVILLE CLOSE,18 WOODSVILLE,13,1.32958044212107,103.868188327271,6,3,2
RIVER VALLEY ROAD,RV SUITES,10,1.29560520303559,103.829406938324,2,4,5
PASIR PANJANG ROAD,THE MAYLEA,5,1.28070938808957,103.785323249072,0,0,2
UPPER PAYA LEBAR ROAD,BOTANIQUE AT BARTLEY,19,1.34257681012081,103.882276402113,7,0,1
BRIGHT HILL DRIVE,THOMSON THREE,20,1.35721570859393,103.830970608366,1,1,2
SIMON LANE,BLISS@KOVAN,19,1.36255023290676,103.883551791779,4,1,1
YISHUN AVENUE 9,NINE RESIDENCES,27,1.43281890606271,103.841477613841,10,1,1
QUEENSWAY,VIZ AT HOLLAND,10,1.30844090346115,103.801929438373,1,0,2
CHOA CHU KANG GROVE,SOL ACRES,23,1.37697290394125,103.751272385118,3,6,0
SOMME ROAD,LE SOMME,8,1.31119219091346,103.858503929457,4,11,5
YIO CHU KANG ROAD,RESIDENCES BOTANIQUE,19,1.35718262700774,103.876035829496,3,0,2
HILLSIDE DRIVE,HILBRE28,19,1.3608026678991,103.875018955207,2,0,0
KING ALBERT PARK,KAP RESIDENCES,21,1.33445194935081,103.779519409773,1,1,2
DEVONSHIRE ROAD,DEVONSHIRE RESIDENCES,9,1.29884647201804,103.837351959315,5,4,7
TAI THONG CRESCENT,THE VENUE RESIDENCES,13,1.32856038388491,103.869106262251,6,3,2
MACKENZIE ROAD,THE MKZ,9,1.30652212866478,103.846587371813,5,1,9
PEGU ROAD,THE TIER,12,1.32302236265371,103.851021455853,6,0,1
PASIR RIS GROVE,THE PALETTE,18,1.37026590756704,103.945204473783,2,1,1
MCCALLUM STREET,THE CLIFT,1,1.27940014288617,103.847329579148,1,4,14
PASIR RIS GROVE,NV RESIDENCES,18,1.37141634507612,103.943621458548,3,0,1
SINARAN DRIVE,SOLEIL @ SINARAN,11,1.31960020004528,103.845271738384,4,5,1
KOVAN RISE,KOVAN REGENCY,19,1.3630484556857,103.885752438839,4,1,1
BHAMO ROAD,NOVA 88,12,1.32472684199302,103.849470225477,6,2,2
LIM TUA TOW ROAD,CAMBIO SUITES,19,1.35521015162313,103.876458829956,4,0,2
ELLIOT ROAD,ELLIOT AT THE EAST COAST,15,1.31151022319857,103.930817283721,2,0,1
FLORA DRIVE,PALM ISLES,17,1.35688865505981,103.964194147192,3,0,0
ESSEX ROAD,STRATA,11,1.31740976334811,103.844913840423,7,5,3
JALAN EUNOS,EUHABITAT,14,1.32825889448877,103.906611528497,6,0,2
BOON TECK ROAD,VA RESIDENCES,12,1.32672666436714,103.84968009627,1,2,2
LORONG N TELOK KURAU,WHITESCAPE,15,1.31043643392121,103.915557513908,7,0,1
AH HOOD ROAD,CASA FORTUNA,12,1.32849358847465,103.848169401956,9,4,1
PASIR PANJANG ROAD,THE FOLIAGE,5,1.2908847377725,103.774319608719,0,0,0
LORONG L TELOK KURAU,BLU CORAL,15,1.31269286351102,103.91441930412,7,0,2
KILLINEY ROAD,THE BOUTIQ,9,1.29660443035383,103.838842474051,5,2,6
FERNVALE CLOSE,RIVERTREES RESIDENCES,28,1.39402092122499,103.881215058062,2,2,0
STILL ROAD SOUTH,D'ECOSIA,15,1.3064408227282,103.910062418412,7,1,2
TERRASSE LANE,TERRASSE,19,1.36796109537611,103.876602975034,3,1,0
JALAN AYER,STUDIO8,14,1.31110937477676,103.873025954425,0,4,2
KIM TIAN ROAD,HIGHLINE RESIDENCES,3,1.28401388660814,103.829756642021,1,3,2
KENT ROAD,KENT RESIDENCES,8,1.28082397634044,103.790728746282,0,1,1
LORONG LEW LIAN,FOREST WOODS,19,1.35105750010477,103.876835728912,9,2,2
JALAN AMPAS,THE VIRIDIAN,12,1.32601051852888,103.851626759554,2,0,1
RIVER VALLEY ROAD,UE SQUARE,9,1.29273043457202,103.842248021629,3,1,9
UPPER SERANGOON CRESCENT,RIVERSAILS,19,1.37811995342948,103.90229625161,7,1,0
CHESTNUT AVENUE,ECO SANCTUARY,23,1.37120910726776,103.776854712827,1,0,0
UPPER SERANGOON ROAD,STARS OF KOVAN,19,1.36150960154245,103.887627003056,4,1,1
HILLVIEW RISE,THE HILLIER,23,1.36393203094063,103.764583569188,3,1,2
UPPER EAST COAST ROAD,EAST COAST RESIDENCES,16,1.31416794726493,103.939732193722,2,0,1
HAIG AVENUE,ESTERINA,15,1.30776731956689,103.899880729747,7,1,2
TAMPINES STREET 86,Q BAY RESIDENCES,18,1.35021013028761,103.927274573665,0,1,0
POH HUAT ROAD WEST,THE WATERLINE,19,1.36727709259952,103.876501360155,3,1,0
PECK HAY ROAD,VIDA,9,1.30868551490343,103.839081390501,6,0,4
JALAN MASJID,BLISS RESIDENCES,14,1.32012879856897,103.91212772924,2,2,2
ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,5,1.30220440131525,103.789907530412,4,1,5
WILKIE ROAD,ESTILO,9,1.30258539390747,103.847229316271,7,3,11
PASIR RIS LINK,SEA ESTA,18,1.37742779265615,103.959877225877,3,0,0
LORONG MARZUKI,D' CASITA,14,1.32189602855264,103.909352749897,2,2,2
MILTONIA CLOSE,THE MILTONIA RESIDENCES,27,1.41750734534379,103.847659418224,2,0,0
LORONG 30 GEYLANG,THE SANCTUARY @ GEYLANG,14,1.31345709214795,103.886467318231,5,5,5
ROSE LANE,MELROSE VILLE,15,1.31060237610127,103.893263790865,9,1,3
HILLVIEW RISE,KINGSFORD . HILLVIEW PEAK,23,1.36478651146586,103.764763618001,3,1,2
LORONG M TELOK KURAU,NATURALIS,15,1.30971430274572,103.908496424321,5,1,2
BUCKLEY ROAD,BUCKLEY RESIDENCE,11,1.31720027050967,103.840532892335,10,3,3
SIGLAP ROAD,FLAMINGO VALLEY,15,1.31861107149419,103.922558986674,3,0,0
KENG LEE ROAD,THE MERLOT,8,1.31423886255374,103.846333967549,7,3,6
BEDOK NORTH DRIVE,BEDOK RESIDENCES,16,1.32498777674639,103.928612366312,3,3,1
MARGATE ROAD,8M RESIDENCES,15,1.29928948887162,103.888693485053,4,0,2
KAMPONG BUGIS,KALLANG RIVERSIDE,12,1.30710474181654,103.867087818477,0,2,4
KIM SENG ROAD,TRIBECA,9,1.29106611229714,103.834498891605,2,2,3
JALAN MASJID,D'GALLERY,14,1.31983134095207,103.912406876927,1,2,1
LORONG M TELOK KURAU,MABELLE,15,1.31058919335556,103.909513431191,7,1,1
BEDOK RESERVOIR ROAD,ARCHIPELAGO,16,1.33753586880554,103.920651855815,1,2,1
FERNVALE LINK,H2O RESIDENCES,28,1.39283623462094,103.87967806826,2,2,0
SELETAR ROAD,SELETAR PARK RESIDENCE,28,1.38653998627,103.869207772374,1,1,0
SINARAN DRIVE,NOVELIS,11,1.32020492984807,103.845399273207,4,5,1
JALAN JURONG KECHIL,TERRENE AT BUKIT TIMAH,21,1.34101528932946,103.77097733992,3,1,1
STEVENS ROAD,FIFTY-TWO STEVENS,10,1.31502432605995,103.826570312809,5,0,2
RIVER VALLEY ROAD,283 STUDIO,9,1.29570410515931,103.839811752808,5,1,6
WILKIE TERRACE,LIV ON WILKIE,9,1.30280719548036,103.848840359826,4,7,11
UPPER THOMSON ROAD,THREE 11,20,1.35665447059553,103.828736711218,1,1,2
ADIS ROAD,LIV ON SOPHIA,9,1.30106744301014,103.847993603538,3,3,11
PUNGGOL CENTRAL,WATERTOWN,19,1.40717651212161,103.903039631244,7,4,1
LEW LIAN VALE,JADE RESIDENCES,19,1.34905704486647,103.878113199585,9,1,3
PHOENIX ROAD,HILLSTA,23,1.37636681424593,103.757223707803,4,1,1
DAIRY FARM HEIGHTS,THE SKYWOODS,23,1.36511741418017,103.77187324567,4,0,2
WEST COAST DRIVE,NEWEST,5,1.31641321892509,103.757451263299,4,0,1
UPPER SERANGOON ROAD,SANCTUARY @ 813,19,1.35720587577032,103.880899748364,5,1,1
KAMPONG BAHRU ROAD,HARBOUR SUITES,4,1.27224289288465,103.827478990765,4,0,1
BUTTERWORTH LANE,THE SILVER FIR,15,1.31263398381288,103.894910348642,9,3,3
PHENG GECK AVENUE,SANT RITZ,13,1.32964410279631,103.869233112933,8,3,2
ZION CLOSE,MILL POINT,10,1.29292466927167,103.830887199295,2,4,3
ENGGOR STREET,ALTEZ,2,1.27461794103822,103.844319553688,1,5,9
CAIRNHILL RISE,THE VERMONT ON CAIRNHILL,9,1.30859093723545,103.838674160874,6,0,4
CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL I,9,1.30819273275748,103.838374223228,6,0,5
SHENTON WAY,ONE SHENTON,1,1.27929478959373,103.850552555075,0,3,13
NORTH BRIDGE ROAD,HIGH STREET CENTRE,6,1.28998869553165,103.84921712944,2,2,9
LORONG MELAYU,D'OASIA,14,1.31966969295307,103.910261197479,2,2,2
LORONG 9 GEYLANG,THE DIAMOND,14,1.31298480453538,103.876190036205,2,3,2
PASIR PANJANG ROAD,WHITEHAVEN,5,1.28956836796791,103.777381479121,0,1,2
TAN KIM CHENG ROAD,THE SIENA,10,1.32103988430266,103.81173419033,6,4,4
JALAN NAUNG,NAUNG RESIDENCE,19,1.36797019834595,103.892635802385,7,1,1
JALAN LEMPENG,THE TRILINQ,5,1.31824750315887,103.762081253712,6,2,1
MOUNTBATTEN ROAD,833 M B RESIDENCES,15,1.30263281181216,103.898397980442,6,0,2
STILL ROAD,MAYA,15,1.30924882698649,103.907815769246,6,1,2
DORSET ROAD,VOGX,8,1.31387665877617,103.850450616658,6,2,3
UPPER THOMSON ROAD,183 LONGHAUS,20,1.35096063593161,103.835503542512,0,1,2
UPPER EAST COAST ROAD,BALCON EAST,16,1.31474326765884,103.942302354429,2,0,2
HOLLAND HILL,HOLLAND HILL LODGE,10,1.30983060602884,103.802913761541,0,0,3
LENGKONG TIGA,STARVILLE,14,1.32773937225717,103.911272453985,2,2,2
DERBYSHIRE ROAD,ADRIA,11,1.3164463549549,103.846258551824,7,4,3
SIMEI STREET 4,DOUBLE BAY RESIDENCES,18,1.34120980441122,103.956288849924,3,3,4
SHENTON WAY,EON SHENTON,2,1.27388660363944,103.846235542245,1,5,8
BEDOK SOUTH AVENUE 3,ECO,16,1.32424062857487,103.945166152749,4,1,2
JALAN MUTIARA,THE MONTANA,10,1.29596220092847,103.82905159539,2,4,5
CAIRNHILL ROAD,THE LAURELS,9,1.30477434995815,103.83743185829,6,4,4
HANDY ROAD,SUITES AT ORCHARD,9,1.30042006162394,103.845957552922,6,3,10
BALMORAL CRESCENT,BALMORAL HEIGHTS,10,1.31506262218241,103.834741202363,7,1,2
HOUGANG STREET 11,THE MINTON,19,1.3513904432788,103.881242080921,6,1,3
LORONG N TELOK KURAU,PALMERA RESIDENCE,15,1.30950544505901,103.911289279494,8,1,1
ST. MARTIN'S DRIVE,ST MARTIN RESIDENCE,10,1.30623982883747,103.824513688059,0,3,4
MANGIS ROAD,FRUITION,15,1.31431580944403,103.9036634713,3,2,1
LEONIE HILL ROAD,OUE TWIN PEAKS,9,1.29916779999053,103.83342756799,5,2,4
LIM AH WOO ROAD,THE AMARELLE,15,1.31339423453775,103.892361725586,7,3,3
MOUNT EMILY ROAD,PARC EMILY,9,1.30435494846521,103.848757878309,6,4,11
PINE GROVE,ASTOR GREEN,21,1.31743375883187,103.776776207263,2,0,1
MOUNT EMILY ROAD,EMILY RESIDENCE,9,1.30407535521206,103.849184825415,5,6,11
MERGUI ROAD,CLYDES RESIDENCE,8,1.31734941207477,103.852212921601,7,2,2
JALAN MAT JAMBOL,BIJOU,5,1.27685386379359,103.791742171785,0,1,1
PRINSEP LINK,SUNSHINE PLAZA,7,1.30046735366415,103.850556061949,5,3,13
OXLEY RISE,THE OXLEY,9,1.29741708512545,103.843201150392,8,2,7
LORONG 24 GEYLANG,# 1 LOFT,14,1.31276346405244,103.883518875617,5,4,3
SHANGHAI ROAD,STUDIO 3,10,1.29570993713335,103.827568387283,2,2,3
LORONG 1 TOA PAYOH,TRELLIS TOWERS,12,1.33050893129238,103.843673071862,11,3,4
TANJONG KATONG ROAD,KATONG REGENCY,15,1.31503177108757,103.894760386542,6,8,3
YIO CHU KANG ROAD,WEMBLY RESIDENCES,19,1.35656375714324,103.876449733958,3,0,2
SERAYA LANE,SERAYA 9,15,1.30718630225683,103.899665947642,7,2,2
YIO CHU KANG ROAD,STADIA,19,1.35565210357624,103.876015763639,3,0,2
WEST COAST ROAD,CLEMENTIWOODS CONDOMINIUM,5,1.2968140340697,103.767536280823,0,0,0
THOMSON ROAD,CUBE 8,11,1.3283636088892,103.841418362322,9,1,4
LORONG 20 GEYLANG,# 1 SUITES,14,1.31239029325188,103.881504147527,3,5,3
JURONG LAKE LINK,LAKEVILLE,22,1.34598605175358,103.725377841597,3,2,2
JOO CHIAT TERRACE,ONE EIGHTIES RESIDENCES,15,1.31479673511902,103.90533522592,2,0,1
LINCOLN ROAD,PARK INFINIA AT WEE NAM,11,1.31392676595811,103.843104093225,8,2,4
THOMSON ROAD,NOVENA REGENCY,11,1.32114652933088,103.841550400671,8,3,2
SOPHIA ROAD,1919,9,1.30277612366385,103.846570976791,8,3,9
LORONG K TELOK KURAU,SUNSHINE RESIDENCE,15,1.31301205892227,103.909868598439,5,0,2
DELTA ROAD,DOMAIN 21,3,1.29181865625912,103.82516074139,2,3,3
KOON SENG ROAD,TIVOLI GRANDE,15,1.31265222713663,103.906189486223,3,0,1
HERTFORD ROAD,HERTFORD COLLECTION,8,1.31325732047152,103.848953427343,8,1,4
OLD UPPER THOMSON ROAD,ADANA @ THOMSON,20,1.36955714917919,103.827657960529,1,2,1
LORONG N TELOK KURAU,BERKELEY RESIDENCES,15,1.30961901654531,103.909258168713,7,1,2
AMBER ROAD,THE SEA VIEW,15,1.30110712003236,103.901863418746,3,2,2
SHANGHAI ROAD,SHANGHAI ONE,10,1.2948480383694,103.827548220413,2,3,4
GOPENG STREET,ICON,2,1.27516997523174,103.844496312645,1,5,9
JELLICOE ROAD,CITYLIGHTS,8,1.30889576732658,103.863068603426,2,5,4
CRAIG ROAD,CRAIG PLACE,2,1.27803124712698,103.84238791264,1,6,11
BALESTIER ROAD,THE MEZZO,12,1.32052452699851,103.852447326986,7,1,2
RIVER VALLEY CLOSE,STARLIGHT SUITES,9,1.29371532764206,103.837276710508,5,1,4
AMBER GARDENS,ONE AMBER,15,1.30137638010264,103.898166752118,6,0,2
SPRINGSIDE WALK,THE BROOKS I,26,1.40480911505593,103.819465500143,0,0,1
KITCHENER LINK,CITY SQUARE RESIDENCES,8,1.31110535846664,103.857479860813,4,10,6
DEVONSHIRE ROAD,THE METZ,9,1.29938809850778,103.836959088792,5,5,5
KILLINEY ROAD,KILLINEY 118,9,1.29796800700412,103.838408057882,5,3,8
BUKIT TIMAH ROAD,THE CASCADIA,21,1.33380822615437,103.787778146771,0,1,1
PASIR RIS LINK,SEASTRAND,18,1.37653402370619,103.960777976088,3,0,0
JOO CHIAT TERRACE,CELESTIA,15,1.31467316091814,103.9044149803,2,1,1
ROSYTH ROAD,ONE ROSYTH,19,1.36306930491581,103.873945366339,2,0,0
BRADDELL ROAD,E MAISON,13,1.34328286670471,103.869217344339,6,0,3
SPRINGSIDE GREEN,THE BROOKS II,26,1.40393859107231,103.818849957935,0,0,1
HOLLAND HILL,HOLLAND PEAK,10,1.30873052505948,103.801101998594,0,0,2
JALAN SENDUDOK,D'BANYAN,27,1.44403787932825,103.825036650569,2,1,2
HILLVIEW TERRACE,HILLS TWOONE,23,1.35244924586092,103.758421056033,4,0,0
MANDALAY ROAD,MANDALE HEIGHTS,11,1.32433421345059,103.849717961403,6,2,2
LORONG MARICAN,LE MARICAN,14,1.32604750612789,103.907418948375,6,2,3
RACE COURSE ROAD,RACE COURSE 138,8,1.30981878209749,103.852299645522,4,3,5
TANJONG RHU ROAD,DE CENTURION,15,1.29740529731394,103.876453701366,2,0,2
MINBU ROAD,MONTEBLEU,11,1.32378273509884,103.850102052541,6,1,1
MANDALAY ROAD,THE ANSLEY,11,1.32327434333138,103.848835015461,6,2,1
KEPPEL BAY DRIVE,CORALS AT KEPPEL BAY,4,1.26489010829928,103.816454088109,0,2,3
KIM SENG ROAD,MIRAGE TOWER,9,1.29198111835787,103.834261909893,2,2,2
LORONG AMPAS,D'LOTUS,12,1.326118367553,103.853496019619,2,1,1
AMBER ROAD,THE CAPE,15,1.30046079287146,103.901197702292,2,2,2
NEWTON ROAD,NEWTON 18,11,1.31467262956125,103.839010845653,10,1,3
KEE SENG STREET,ONZE @ TANJONG PAGAR,2,1.27484974836861,103.842184815618,1,5,8
EAST COAST ROAD,THE SOUND,15,1.31020604772432,103.914763365301,7,0,1
SOMMERVILLE WALK,R MAISON,13,1.34332356903844,103.869848204959,6,0,3
TAY LIAN TECK ROAD,EASTBAY,15,1.31287856892187,103.929259191275,4,1,1
HAIGSVILLE DRIVE,TROPICS @ HAIGSVILLE,15,1.31017645676642,103.897972952484,7,3,0
LORONG N TELOK KURAU,EMPRADO SUITES,15,1.31087631734698,103.915485073734,7,0,1
BEDOK RESERVOIR ROAD,WATERFRONT ISLE,16,1.33872443741358,103.927577934044,4,1,1
LIANG SEAH STREET,LIANG SEAH COURT,7,1.29806321810858,103.856378013992,4,3,11
CAVENAGH ROAD,WATERSCAPE AT CAVENAGH,9,1.30395577762362,103.840804014831,6,1,7
ARCADIA ROAD,HILLCREST ARCADIA,11,1.33487195290402,103.809442405442,2,1,0
CARLISLE ROAD,CARLYX RESIDENCE,8,1.31326861994608,103.847955663098,7,1,4
SHAN ROAD,PINNACLE 16,12,1.32449721645123,103.846222526379,5,5,2
TEMBELING ROAD,TEMBELING GROVE,15,1.30753583983857,103.904590613014,8,6,1
BEDOK RESERVOIR ROAD,WATERFRONT GOLD,16,1.33856647295863,103.928528157395,4,0,1
EAST COAST ROAD,THE ODEON KATONG,15,1.30468470970714,103.901888571632,6,4,2
EWE BOON ROAD,JUNIPER HILL,10,1.31648203397817,103.829897153451,8,1,3
KIM TIAN ROAD,REGENCY SUITES,3,1.28434128785856,103.82912604887,1,3,2
SOMMERVILLE ROAD,BELLA VISTA,13,1.34412954924506,103.870326858057,6,0,3
RACE COURSE ROAD,RITZ @ FARRER,8,1.30993670825951,103.852395529501,4,4,5
YISHUN AVENUE 1,THE ESTUARY,27,1.41104826332535,103.832513245026,3,0,1
EAST COAST ROAD,SEASIDE PARK,15,1.31023292394315,103.918716534212,7,0,1
MAR THOMA ROAD,THE CALLISTA,12,1.32751519175502,103.86282558481,5,3,2
STEVENS ROAD,THE CAPRI,10,1.31834790391547,103.826065500218,6,1,2
MARTIN PLACE,MARTIN PLACE RESIDENCES,9,1.29416191303506,103.838428107883,5,1,6
WOODGROVE AVENUE,WOODHAVEN,25,1.43057374949447,103.784107371321,9,1,2
SOPHIA ROAD,SOPHIA 98,9,1.30234468524969,103.847116002567,7,3,11
UPPER SERANGOON ROAD,SUNSHINE LODGE,19,1.34531588501516,103.871398582883,6,0,3
NATHAN ROAD,NATHAN RESIDENCES,10,1.29456208085487,103.827368709132,2,2,4
LORONG 28 GEYLANG,THE SUNFLOWER,14,1.31328282918802,103.885380308735,5,5,4
GAMBIR WALK,GAMBIR RIDGE,19,1.34439427998194,103.875423763667,7,0,4
SING JOO WALK,8 FARRER SUITES,8,1.3149895743528,103.85470923791,3,6,3
AMBER ROAD,THE SHORE RESIDENCES,15,1.30280768824406,103.900988897666,4,1,2
ROSE LANE,ESTIQUE,15,1.31003444599099,103.893748167258,9,0,3
LORONG K TELOK KURAU,SUNSHINE GRANDEUR,15,1.31304905009595,103.910054014447,5,0,2
BUKIT TIMAH ROAD,THE NEXUS,21,1.33384689715327,103.786257380774,0,2,1
PASIR PANJANG ROAD,LIIV RESIDENCES,5,1.2885136991527,103.776626436441,0,0,1
LORONG L TELOK KURAU,THE ESPIRA,15,1.31209143307307,103.91459627982,7,0,1
LEEDON HEIGHTS,D'LEEDON,10,1.31609021863642,103.802300019532,3,0,2
LLOYD ROAD,LLOYD SIXTYFIVE,9,1.29727294661043,103.838940257017,5,3,6
MARYMOUNT TERRACE,TRESALVEO,20,1.35104259761342,103.840822496926,12,0,4
SPOTTISWOODE PARK ROAD,SPOTTISWOODE RESIDENCES,2,1.27527115223131,103.83683222505,3,0,7
MARINA BOULEVARD,THE SAIL @ MARINA BAY,1,1.28076943504219,103.852658562152,0,1,11
UPPER BUKIT TIMAH ROAD,BEAUTY WORLD PLAZA,21,1.34180018619223,103.776259359854,1,4,1
SHENTON WAY,76 SHENTON,2,1.2734661134853,103.845580792511,1,4,6
BALMORAL ROAD,ONE BALMORAL,10,1.31348794645771,103.829908098471,7,0,4
CAIRNHILL ROAD,CAIRNHILL NINE,9,1.30348685424971,103.837444387582,6,4,5
NORTH BRIDGE ROAD,SOUTHBANK,7,1.30631203112933,103.864308334438,2,6,4
LORONG MYDIN,D' PALMA,14,1.31995634032593,103.911742980787,2,2,2
JOO CHIAT LANE,D' CASTILIA,15,1.31297420916757,103.903253194597,6,2,1
SELETAR ROAD,THE GREENWICH,28,1.38718841691871,103.869337214926,1,1,0
LORONG N TELOK KURAU,TREESCAPE,15,1.31112539571832,103.916556710644,7,0,1
LORONG M TELOK KURAU,RICCHEZZA,15,1.31128186114972,103.915308642961,7,0,1
CEYLON ROAD,BELLEZZA @ KATONG,15,1.3069059800853,103.902076705616,6,5,2
DAISY ROAD,DAISY SUITES,13,1.3438487620392,103.86842813539,5,0,4
TAMAN WARNA,HOLLAND RESIDENCES,10,1.31014801396533,103.797971324803,0,3,5
LORONG 40 GEYLANG,PARK 1 SUITES,14,1.31404268792091,103.889347045446,6,2,4
EASTWOOD ROAD,EASTWOOD LODGE,16,1.32070065096209,103.956921625801,0,1,2
JALAN EUNOS,THE NAVIAN,14,1.32780887766582,103.906399584482,6,0,3
JERVOIS ROAD,PETIT JERVOIS,10,1.29299712825208,103.823117678437,1,2,2
EAST COAST ROAD,ROXY SQUARE,15,1.30432599904899,103.904051120306,7,6,2
JALAN KEMBANGAN,THE TRUMPS,14,1.32002610262337,103.91348728953,1,0,1
FARRER DRIVE,POLLEN & BLEU,10,1.31372823931729,103.806750069026,3,0,1
MERGUI ROAD,FORTE SUITES,8,1.31782799598861,103.851970497394,7,2,2
SCOTTS ROAD,SCOTTS SQUARE,9,1.30579942993543,103.833074706219,4,8,4
NEWTON ROAD,L'VIV,11,1.31544838531983,103.840354841468,10,2,3
TANJONG RHU ROAD,TANJONG RIA CONDOMINIUM,15,1.29662403708868,103.874304548932,1,0,2
EVELYN ROAD,D'EVELYN,11,1.31621055542784,103.840043864962,10,3,3
WOODLANDS ROAD,THE TENNERY,23,1.37972709158017,103.760191017381,4,3,1
CORNWALL GARDENS,THE CORNWALL,10,1.31209477014011,103.800627193494,0,0,2
PRINCE CHARLES CRESCENT,THE CREST,3,1.29269478978815,103.820411467009,2,0,1
CEYLON ROAD,LEVILLE ISUITES,15,1.30611641186974,103.903063201898,8,5,2
LORONG 37 GEYLANG,SUNNY GROVE,14,1.31558261176887,103.889462040581,5,2,4
PASIR PANJANG ROAD,LUXE VILLE,5,1.28954829330892,103.777089281289,0,1,2
SHANGHAI ROAD,QUEENSBERRY LODGE,10,1.29506595555146,103.827422791277,2,2,4
CANBERRA DRIVE,CANBERRA RESIDENCES,27,1.44447954944853,103.825437324844,2,1,2
JANSEN ROAD,RESIDENCES @ JANSEN,19,1.35986735718564,103.877423098448,3,0,1
LORONG 32 GEYLANG,LOFT 33,14,1.31278422240834,103.887200888953,7,3,5
IRRAWADDY ROAD,THE CENTRIO,12,1.32531433133887,103.846132850377,9,3,2
EVELYN ROAD,D' EVELYN,11,1.31675903918365,103.839662106935,10,3,3
JERVOIS ROAD,MON JERVOIS,10,1.29384907556166,103.821581749873,1,0,2
HILLSIDE DRIVE,D'HIRO@HILLSIDE,19,1.36001603205548,103.87477128837,2,0,0
BALMORAL ROAD,THREE BALMORAL,10,1.31392447346417,103.830437709726,7,0,4
WALLICH STREET,WALLICH RESIDENCE,2,1.27711736000318,103.845790152215,1,7,12
SUFFOLK ROAD,LUCIDA,11,1.31464830253379,103.844819093226,7,2,4
FLORA DRIVE,CARISSA PARK CONDOMINIUM,17,1.35917121402077,103.963631516169,5,0,0
OXLEY RISE,VISIONCREST,9,1.29828159353819,103.842786822646,8,3,7
FARRER DRIVE,SOMMERVILLE PARK,10,1.31200537055565,103.806345933042,2,0,1
AMBER ROAD,THE ARISTO @ AMBER,15,1.30025165988908,103.900823387238,2,1,2
BAYSHORE ROAD,BAYSHORE PARK,16,1.31214958356147,103.93746826206,0,0,2
UPPER SERANGOON VIEW,BOATHOUSE RESIDENCES,19,1.37577531879135,103.902561278398,5,1,0
SOPHIA ROAD,WHARTON VALE,9,1.30198874054112,103.84833109795,3,6,10
KIM YAM ROAD,RESIDENTIAL APARTMENTS,9,1.29359084743285,103.839334552399,4,2,8
JALAN DATOH,VISTA RESIDENCES,12,1.32792812694096,103.843273141429,9,3,3
BALESTIER ROAD,BALESTIER 288,12,1.32297698121569,103.852811354547,6,1,0
LORONG 35 GEYLANG,SIXTEEN35 RESIDENCES,14,1.31547407018063,103.888827552085,5,2,4
